,Name,Price,Organic?,Origin,date,item,price
166,"Mushroom-royal trumpet organic  $17.13 per pound  Organic, Pennsylvania",$17.13 per pound,Organic,Pennsylvania,2022-11-29,Mushroom-royal trumpet organic  ,17.13
167,"Mushroom-shiitake organic  $9.24 per pound  Organic, New Jersey or Pennsylvania",$9.24 per pound,Organic,New Jersey or Pennsylvania,2022-11-29,Mushroom-shiitake organic  ,9.24
168,"Mushroom-white 8oz cups organic  $2.10 each  Organic, Pennsylvania",$2.10 each,Organic,Pennsylvania,2022-11-29,Mushroom-white 8oz cups organic  ,2.10
169,"Mushroom-white loose organic  $4.06 per pound  Organic, Pennsylvania",$4.06 per pound,Organic,Pennsylvania,2022-11-29,Mushroom-white loose organic  ,4.06
170,"Mustards- bunch various organic  $2.26 per bunch  Organic, Locally grown within 500 miles USA",$2.26 per bunch,Organic,Locally grown within 500 miles USA,2022-11-29,Mustards- bunch various organic  ,2.26
171,"Nopales-cactus leaves organic  $9.28 per pound  Organic, Glaser farms Miami Florida",$9.28 per pound,Organic,Glaser farms Miami Florida,2022-11-29,Nopales-cactus leaves organic  ,9.28
172,"Okra.  $3.77 per pound  Conventional, Honduras or Mexico",$3.77 per pound,Conventional,Honduras or Mexico,2022-11-29,Okra.  ,3.77
173,"Onion- sweet organic  $1.57 per pound  Organic, Locally grown within 500 miles USA",$1.57 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Onion- sweet organic  ,1.57
174,"Onion-red organic (label or no label)  $1.51 per pound  Organic, USA",$1.51 per pound,Organic,USA,2022-11-29,Onion-red organic (label or no label)  ,1.51
175,"Onion-white organic  $1.41 per pound  Organic, Nevada",$1.41 per pound,Organic,Nevada,2022-11-29,Onion-white organic  ,1.41
176,"Onion-yellow 94093 or no label loose organic  $0.88 per pound  Organic, USA",$0.88 per pound,Organic,USA,2022-11-29,Onion-yellow 94093 or no label loose organic  ,0.88
177,"Onion.-3 lb bags  $1.60 each  Conventional, USA",$1.60 each,Conventional,USA,2022-11-29,Onion.-3 lb bags  ,1.60
178,"Onion.-pearl bags  $2.50 each  Conventional, Canada or USA (read label)",$2.50 each,Conventional,Canada or USA (read label),2022-11-29,Onion.-pearl bags  ,2.50
179,"Onion.-sweet blank label  $1.00 per pound  Conventional, Peru",$1.00 per pound,Conventional,Peru,2022-11-29,Onion.-sweet blank label  ,1.00
180,"Oranges-navel 93107 california organic  $1.85 per pound  Organic, Waxed, California",$1.85 per pound,"Organic, Waxed",California,2022-11-29,Oranges-navel 93107 california organic  ,1.85
181,"Oranges-navel. #3107  $1.26 per pound  Conventional, Waxed, California",$1.26 per pound,"Conventional, Waxed",California,2022-11-29,Oranges-navel. #3107  ,1.26
182,"Papaya.-red flesh  $1.32 per pound  Conventional, Guatemala or Mexico",$1.32 per pound,Conventional,Guatemala or Mexico,2022-11-29,Papaya.-red flesh  ,1.32
183,"Parsley-curly organic  $1.64 per bunch  Organic, Lancaster County, PA",$1.64 per bunch,Organic,"Lancaster County, PA",2022-11-29,Parsley-curly organic  ,1.64
184,"Parsley-plain organic  $1.59 per bunch  Organic, USA",$1.59 per bunch,Organic,USA,2022-11-29,Parsley-plain organic  ,1.59
185,"Parsley.-plain. plu 4901 or red twistie  $0.88 per bunch  Conventional, Texas",$0.88 per bunch,Conventional,Texas,2022-11-29,Parsley.-plain. plu 4901 or red twistie  ,0.88
186,"Parsnips-organic  $2.58 per pound  Organic, USA",$2.58 per pound,Organic,USA,2022-11-29,Parsnips-organic  ,2.58
187,"Pea tendrils baby organic  $26.01 per pound  Organic, Locally grown within 500 miles USA",$26.01 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Pea tendrils baby organic  ,26.01
188,"Pears-anjou organic  $2.20 per pound  Organic, Argentina",$2.20 per pound,Organic,Argentina,2022-11-29,Pears-anjou organic  ,2.20
189,"Pears-asian label organic  $3.87 per pound  Organic, California",$3.87 per pound,Organic,California,2022-11-29,Pears-asian label organic  ,3.87
190,"Pears-bosc organic  $2.20 per pound  Organic, Argentina",$2.20 per pound,Organic,Argentina,2022-11-29,Pears-bosc organic  ,2.20
191,"Pears-comice.  $2.27 per pound  Conventional, Waxed, Washington",$2.27 per pound,"Conventional, Waxed",Washington,2022-11-29,Pears-comice.  ,2.27
192,"Pears-red starkcrimson/ red bartlett organic  $2.90 per pound  Organic, Washington",$2.90 per pound,Organic,Washington,2022-11-29,Pears-red starkcrimson/ red bartlett organic  ,2.90
193,"Peas-snow.  $4.69 per pound  Conventional, Guatemala or Peru",$4.69 per pound,Conventional,Guatemala or Peru,2022-11-29,Peas-snow.  ,4.69
194,"Peas-sugar snap.  $5.86 per pound  Conventional, Guatemala or Peru",$5.86 per pound,Conventional,Guatemala or Peru,2022-11-29,Peas-sugar snap.  ,5.86
195,"Peppers-green organic  $2.32 per pound  Organic, USA",$2.32 per pound,Organic,USA,2022-11-29,Peppers-green organic  ,2.32
196,"Peppers-jalapeno.  $1.37 per pound  Conventional, Waxed, Georgia",$1.37 per pound,"Conventional, Waxed",Georgia,2022-11-29,Peppers-jalapeno.  ,1.37
197,"Peppers-mini sweet bags/cups organic  $7.44 each  Organic, Mexico or USA-read box/label",$7.44 each,Organic,Mexico or USA-read box/label,2022-11-29,Peppers-mini sweet bags/cups organic  ,7.44
198,"Peppers-orange label organic  $5.62 per pound  Organic, Netherlands or Canada",$5.62 per pound,Organic,Netherlands or Canada,2022-11-29,Peppers-orange label organic  ,5.62
199,"Peppers-poblano.  $1.76 per pound  Conventional, Mexico or USA-read box/label",$1.76 per pound,Conventional,Mexico or USA-read box/label,2022-11-29,Peppers-poblano.  ,1.76
200,"Peppers-red bell label organic  $5.62 per pound  Organic, Canada, Israel or Mexico",$5.62 per pound,Organic,"Canada, Israel or Mexico",2022-11-29,Peppers-red bell label organic  ,5.62
201,"Peppers-red.  $3.79 per pound  Conventional, Waxed, Canada, Mexico, USA (read label)",$3.79 per pound,"Conventional, Waxed","Canada, Mexico, USA (read label)",2022-11-29,Peppers-red.  ,3.79
202,"Peppers-yellow organic  $5.62 per pound  Organic, Canada, Mexico or the Netherlands",$5.62 per pound,Organic,"Canada, Mexico or the Netherlands",2022-11-29,Peppers-yellow organic  ,5.62
203,"Peppers.-red fresno hot  $4.26 per pound  Conventional, North Carolina",$4.26 per pound,Conventional,North Carolina,2022-11-29,Peppers.-red fresno hot  ,4.26
204,"Persimmons-hachiya organic  $3.87 per pound  Organic, California",$3.87 per pound,Organic,California,2022-11-29,Persimmons-hachiya organic  ,3.87
205,"Persimmons.-fuyu  $0.83 each  Conventional, California",$0.83 each,Conventional,California,2022-11-29,Persimmons.-fuyu  ,0.83
206,"Pineapple- gold organic  $4.86 each  Organic, Costa Rica",$4.86 each,Organic,Costa Rica,2022-11-29,Pineapple- gold organic  ,4.86
207,"Pineapple.-gold type Del Monte  $2.69 each  Conventional, Waxed, Costa Rica or Honduras",$2.69 each,"Conventional, Waxed",Costa Rica or Honduras,2022-11-29,Pineapple.-gold type Del Monte  ,2.69
208,"Platanos-green (plantains)  $0.94 per pound  Conventional, Ecuador",$0.94 per pound,Conventional,Ecuador,2022-11-29,Platanos-green (plantains)  ,0.94
209,"Platanos-yellow (plantains)  $1.29 per pound  Conventional, Guatemala",$1.29 per pound,Conventional,Guatemala,2022-11-29,Platanos-yellow (plantains)  ,1.29
210,"Pomegranates. 3127  $1.76 each  Conventional, Waxed, California",$1.76 each,"Conventional, Waxed",California,2022-11-29,Pomegranates. 3127  ,1.76
211,"Potatoes- 4-5lb bag white organic  $6.32 each  Organic, Hepworth Farms, NY",$6.32 each,Organic,"Hepworth Farms, NY",2022-11-29,Potatoes- 4-5lb bag white organic  ,6.32
212,"Potatoes- 5lb bag russet organic  $5.04 each  Organic, Idaho",$5.04 each,Organic,Idaho,2022-11-29,Potatoes- 5lb bag russet organic  ,5.04
213,"Potatoes-blue/purple organic  $2.51 per pound  Organic, Locally grown within 500 miles USA",$2.51 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Potatoes-blue/purple organic  ,2.51
214,"Potatoes-creamer organic  $3.85 each  Organic, California",$3.85 each,Organic,California,2022-11-29,Potatoes-creamer organic  ,3.85
215,"Potatoes-fingerling loose organic  $2.51 per pound  Organic, Locally grown within 500 miles USA",$2.51 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Potatoes-fingerling loose organic  ,2.51
216,"Potatoes-gold organic  $1.51 per pound  Organic, Locally grown within 500 miles USA",$1.51 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Potatoes-gold organic  ,1.51
217,"Potatoes-red organic  $1.21 per pound  Organic, Locally grown within 500 miles USA",$1.21 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Potatoes-red organic  ,1.21
218,"Potatoes-russet loose organic  $1.31 per pound  Organic, California",$1.31 per pound,Organic,California,2022-11-29,Potatoes-russet loose organic  ,1.31
219,"Pummelo- starburst  $1.71 per pound  Conventional, Florida",$1.71 per pound,Conventional,Florida,2022-11-29,Pummelo- starburst  ,1.71
220,"Pumpkin-for cooking organic  $1.37 per pound  Organic, Locally grown within 500 miles USA",$1.37 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Pumpkin-for cooking organic  ,1.37
221,"Pumpkins-cheese type organic  $1.14 per pound  Organic, Hepworth Farms, NY",$1.14 per pound,Organic,"Hepworth Farms, NY",2022-11-29,Pumpkins-cheese type organic  ,1.14
222,"Radicchio- red head/chioggia organic  $6.44 per pound  Organic, California",$6.44 per pound,Organic,California,2022-11-29,Radicchio- red head/chioggia organic  ,6.44
223,"Radish- bunch organic  $2.19 per bunch  Organic, USA",$2.19 per bunch,Organic,USA,2022-11-29,Radish- bunch organic  ,2.19
224,"Radish-black organic  $3.16 per pound  Organic, Lancaster County, PA",$3.16 per pound,Organic,"Lancaster County, PA",2022-11-29,Radish-black organic  ,3.16
225,"Raspberries- red organic  $4.79 each  Organic, Mexico",$4.79 each,Organic,Mexico,2022-11-29,Raspberries- red organic  ,4.79
226,"Rutabagas-organic  $2.32 per pound  Organic, Canada or USA (read label)",$2.32 per pound,Organic,Canada or USA (read label),2022-11-29,Rutabagas-organic  ,2.32
227,"Salad loose- organic  $7.76 per pound  Organic, Locally grown within 500 miles USA",$7.76 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Salad loose- organic  ,7.76
228,"Salad loose-arugula organic  $10.31 per pound  Organic, Locally grown within 500 miles USA",$10.31 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Salad loose-arugula organic  ,10.31
229,"Salad loose-asian mix organic  $10.31 per pound  Organic, Lancaster County, PA",$10.31 per pound,Organic,"Lancaster County, PA",2022-11-29,Salad loose-asian mix organic  ,10.31
230,"Salad loose-chard organic  $10.31 per pound  Organic, Lancaster County, PA",$10.31 per pound,Organic,"Lancaster County, PA",2022-11-29,Salad loose-chard organic  ,10.31
231,"Salad loose-kale baby organic  $12.02 per pound  Organic, Locally grown within 500 miles USA",$12.02 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Salad loose-kale baby organic  ,12.02
232,"Salad-blue moon lettuce mix 4oz organic  $3.12 each  Organic, Blue Moon Acres, NJ/PA",$3.12 each,Organic,"Blue Moon Acres, NJ/PA",2022-11-29,Salad-blue moon lettuce mix 4oz organic  ,3.12
233,"Salad-gotham greens butterhead pesticide free  $3.71 each  Hydroponic, Gotham Greens NY",$3.71 each,Hydroponic,Gotham Greens NY,2022-11-29,Salad-gotham greens butterhead pesticide free  ,3.71
234,"Salad-gotham greens baby butter pesticide free  $2.47 each  Hydroponic, Gotham Greens NY",$2.47 each,Hydroponic,Gotham Greens NY,2022-11-29,Salad-gotham greens baby butter pesticide free  ,2.47
235,"Salad-lancaster kale 5oz organic  $4.62 each  Organic, Locally grown within 500 miles USA",$4.62 each,Organic,Locally grown within 500 miles USA,2022-11-29,Salad-lancaster kale 5oz organic  ,4.62
236,"Salad-lancaster lettuce mix 5oz organic  $4.62 each  Organic, Lancaster County, PA",$4.62 each,Organic,"Lancaster County, PA",2022-11-29,Salad-lancaster lettuce mix 5oz organic  ,4.62
237,"Salad-lancaster spicy 5oz organic  $4.62 each  Organic, Lancaster County, PA",$4.62 each,Organic,"Lancaster County, PA",2022-11-29,Salad-lancaster spicy 5oz organic  ,4.62
238,"Salad-Little Leaf lettuce Baby Crispy Greens 4oz  $4.07 each  Hydroponic, Pennsylvania",$4.07 each,Hydroponic,Pennsylvania,2022-11-29,Salad-Little Leaf lettuce Baby Crispy Greens 4oz  ,4.07
239,"Salad-myers queen's greens winter gem 8oz  $7.92 each  Non-GMO, Queen's Greens Amherst MA",$7.92 each,Non-GMO,Queen's Greens Amherst MA,2022-11-29,Salad-myers queen's greens winter gem 8oz  ,7.92
240,"Salad-organic girl super greens 5oz organic  $4.14 each  Organic, USA",$4.14 each,Organic,USA,2022-11-29,Salad-organic girl super greens 5oz organic  ,4.14
241,"Scallions- organic  $1.06 per bunch  Organic, USA",$1.06 per bunch,Organic,USA,2022-11-29,Scallions- organic  ,1.06
242,"Scallions.- red twisties or plu4068  $1.13 per bunch  Conventional, Mexico",$1.13 per bunch,Conventional,Mexico,2022-11-29,Scallions.- red twisties or plu4068  ,1.13
243,"Shallots-label organic  $7.13 per pound  Organic, Locally grown within 500 miles USA",$7.13 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Shallots-label organic  ,7.13
244,"Shallots.  $2.07 per pound  Conventional, Brittany France",$2.07 per pound,Conventional,Brittany France,2022-11-29,Shallots.  ,2.07
245,"Spinach loose baby organic  $10.31 per pound  Organic, Locally grown within 500 miles USA",$10.31 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Spinach loose baby organic  ,10.31
246,"Spinach-blue moon baby 5oz organic  $3.44 each  Organic, Blue Moon Acres, NJ/PA",$3.44 each,Organic,"Blue Moon Acres, NJ/PA",2022-11-29,Spinach-blue moon baby 5oz organic  ,3.44
247,"Spinach-myers queen's greens baby 8oz  $8.05 each  Non-GMO, Queen's Greens Amherst MA",$8.05 each,Non-GMO,Queen's Greens Amherst MA,2022-11-29,Spinach-myers queen's greens baby 8oz  ,8.05
248,"Spinach-organic girl/olivia baby 16oz organic  $7.41 each  Organic, USA",$7.41 each,Organic,USA,2022-11-29,Spinach-organic girl/olivia baby 16oz organic  ,7.41
249,"Spinach-organic girl/olivia baby 5oz organic  $4.14 each  Organic, USA",$4.14 each,Organic,USA,2022-11-29,Spinach-organic girl/olivia baby 5oz organic  ,4.14
250,"Sprouts-alfalfa organic  $1.42 each  Organic, USA",$1.42 each,Organic,USA,2022-11-29,Sprouts-alfalfa organic  ,1.42
251,"Sprouts-broccoli organic  $4.34 each  Organic, Potomac Sprout Company Thurmont MD",$4.34 each,Organic,Potomac Sprout Company Thurmont MD,2022-11-29,Sprouts-broccoli organic  ,4.34
252,"Sprouts-spicy organic  $2.19 each  Organic, Locally grown within 500 miles USA",$2.19 each,Organic,Locally grown within 500 miles USA,2022-11-29,Sprouts-spicy organic  ,2.19
253,"Sprouts-sunflower 4oz organic  $4.14 each  Organic, New York",$4.14 each,Organic,New York,2022-11-29,Sprouts-sunflower 4oz organic  ,4.14
254,"Sprouts-sweet pea shoots organic  $3.93 each  Organic, Locally grown within 500 miles USA",$3.93 each,Organic,Locally grown within 500 miles USA,2022-11-29,Sprouts-sweet pea shoots organic  ,3.93
255,"Squash-acorn organic  $1.44 per pound  Organic, Locally grown within 500 miles USA",$1.44 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-acorn organic  ,1.44
256,"Squash-butternut diced organic  $3.75 each  Organic, USA",$3.75 each,Organic,USA,2022-11-29,Squash-butternut diced organic  ,3.75
257,"Squash-butternut organic  $1.18 per pound  Organic, Locally grown within 500 miles USA",$1.18 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-butternut organic  ,1.18
258,"Squash-carnival organic  $1.44 per pound  Organic, Grindstone Farm-Pulaski, NY",$1.44 per pound,Organic,"Grindstone Farm-Pulaski, NY",2022-11-29,Squash-carnival organic  ,1.44
259,"Squash-delicata organic  $1.79 per pound  Organic, Locally grown within 500 miles USA",$1.79 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-delicata organic  ,1.79
260,"Squash-georgia candy roaster organic  $1.49 per pound  Organic, Blue Heron Farm, New York",$1.49 per pound,Organic,"Blue Heron Farm, New York",2022-11-29,Squash-georgia candy roaster organic  ,1.49
261,"Squash-honeynut organic  $2.84 per pound  Organic, Locally grown within 500 miles USA",$2.84 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-honeynut organic  ,2.84
262,"Squash-hubbard organic  $1.44 per pound  Organic, Blue Heron Farm, New York",$1.44 per pound,Organic,"Blue Heron Farm, New York",2022-11-29,Squash-hubbard organic  ,1.44
263,"Squash-kabocha green/grey/red organic  $1.44 per pound  Organic, Locally grown within 500 miles USA",$1.44 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-kabocha green/grey/red organic  ,1.44
264,"Squash-robin's koginut organic  $1.44 per pound  Organic, Locally grown within 500 miles USA",$1.44 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Squash-robin's koginut organic  ,1.44
265,"Squash-spaghetti organic  $1.41 per pound  Organic, Mexico",$1.41 per pound,Organic,Mexico,2022-11-29,Squash-spaghetti organic  ,1.41
266,"Squash-sweet dumpling organic  $1.44 per pound  Organic, Hepworth Farms, NY",$1.44 per pound,Organic,"Hepworth Farms, NY",2022-11-29,Squash-sweet dumpling organic  ,1.44
267,"Squash-zucchini green organic  $1.76 per pound  Organic, Florida or Georgia",$1.76 per pound,Organic,Florida or Georgia,2022-11-29,Squash-zucchini green organic  ,1.76
268,"Sweet potato- 2lb Covington organic  $2.84 each  Organic, Locally grown within 500 miles USA",$2.84 each,Organic,Locally grown within 500 miles USA,2022-11-29,Sweet potato- 2lb Covington organic  ,2.84
269,"Sweet potato-garnet/red organic  $1.75 per pound  Organic, California",$1.75 per pound,Organic,California,2022-11-29,Sweet potato-garnet/red organic  ,1.75
270,"Sweet potato-japanese organic  $1.75 per pound  Organic, California",$1.75 per pound,Organic,California,2022-11-29,Sweet potato-japanese organic  ,1.75
271,"Sweet potato-jewel/orange organic  $1.75 per pound  Organic, California",$1.75 per pound,Organic,California,2022-11-29,Sweet potato-jewel/orange organic  ,1.75
272,"Sweet potato-purple organic  $1.75 per pound  Organic, California",$1.75 per pound,Organic,California,2022-11-29,Sweet potato-purple organic  ,1.75
273,"Tangerine-mandarin 2# bag organic  $5.85 each  Organic, Waxed, California",$5.85 each,"Organic, Waxed",California,2022-11-29,Tangerine-mandarin 2# bag organic  ,5.85
274,"Tangerine-satsuma organic  $2.72 per pound  Organic, Waxed, California",$2.72 per pound,"Organic, Waxed",California,2022-11-29,Tangerine-satsuma organic  ,2.72
275,"Tangerine-satsuma with leaves  $3.64 per pound  Conventional, Waxed, California",$3.64 per pound,"Conventional, Waxed",California,2022-11-29,Tangerine-satsuma with leaves  ,3.64
276,"Tatsoi bunch organic  $2.90 each  Organic, Lancaster County, PA",$2.90 each,Organic,"Lancaster County, PA",2022-11-29,Tatsoi bunch organic  ,2.90
277,"Tomatillos.  $1.05 per pound  Conventional, Mexico",$1.05 per pound,Conventional,Mexico,2022-11-29,Tomatillos.  ,1.05
278,"Tomato cherry little guys organic  $5.74 each  Organic, Long Wind Farm East Thetford VT",$5.74 each,Organic,Long Wind Farm East Thetford VT,2022-11-29,Tomato cherry little guys organic  ,5.74
279,"Tomato cherry sunset flavor bomb  $3.55 each  Conventional, USA",$3.55 each,Conventional,USA,2022-11-29,Tomato cherry sunset flavor bomb  ,3.55
280,"Tomato cherry sunset honey bomb  $3.55 each  Conventional, USA",$3.55 each,Conventional,USA,2022-11-29,Tomato cherry sunset honey bomb  ,3.55
281,"Tomato cherry sunset lolli bomb  $3.55 each  Conventional, USA",$3.55 each,Conventional,USA,2022-11-29,Tomato cherry sunset lolli bomb  ,3.55
282,"Tomato grape sunset sugar bomb  $3.55 each  Conventional, Mexico",$3.55 each,Conventional,Mexico,2022-11-29,Tomato grape sunset sugar bomb  ,3.55
283,"Tomato grape.  $3.42 each  Conventional, Mexico or USA-read box/label",$3.42 each,Conventional,Mexico or USA-read box/label,2022-11-29,Tomato grape.  ,3.42
284,"Tomatoes-campari.  $3.10 each  Conventional, Mexico",$3.10 each,Conventional,Mexico,2022-11-29,Tomatoes-campari.  ,3.10
285,"Tomatoes-on vine organic  $4.04 per pound  Organic, Mexico",$4.04 per pound,Organic,Mexico,2022-11-29,Tomatoes-on vine organic  ,4.04
286,"Tomatoes-plum various organic  $3.10 per pound  Organic, Locally grown within 500 miles USA",$3.10 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Tomatoes-plum various organic  ,3.10
287,"Turmeric- organic  $9.28 per pound  Organic, Fiji",$9.28 per pound,Organic,Fiji,2022-11-29,Turmeric- organic  ,9.28
288,"Turmeric-young local organic  $23.76 per pound  Organic, Old Friends Farm, Amherst MA",$23.76 per pound,Organic,"Old Friends Farm, Amherst MA",2022-11-29,Turmeric-young local organic  ,23.76
289,"Turnips-japanese bunch organic  $3.23 per bunch  Organic, Locally grown within 500 miles USA",$3.23 per bunch,Organic,Locally grown within 500 miles USA,2022-11-29,Turnips-japanese bunch organic  ,3.23
290,"Turnips-various loose organic  $2.90 per pound  Organic, Locally grown within 500 miles USA",$2.90 per pound,Organic,Locally grown within 500 miles USA,2022-11-29,Turnips-various loose organic  ,2.90
291,"Walnuts in shell organic  $4.10 per pound  Organic, USA",$4.10 per pound,Organic,USA,2022-11-29,Walnuts in shell organic  ,4.10
292,"Watercress-wonder  $1.96 each  Conventional, California",$1.96 each,Conventional,California,2022-11-29,Watercress-wonder  ,1.96
293,"Wheatgrass-1 lb bags organic  $16.41 each  Organic, New York",$16.41 each,Organic,New York,2022-11-29,Wheatgrass-1 lb bags organic  ,16.41
294,"Wheatgrass-pots organic  $2.96 each  Organic, New York",$2.96 each,Organic,New York,2022-11-29,Wheatgrass-pots organic  ,2.96
295,"Yuca (manioc or cassava)  $1.03 per pound  Conventional, Waxed, Costa Rica",$1.03 per pound,"Conventional, Waxed",Costa Rica,2022-11-29,Yuca (manioc or cassava)  ,1.03
